hash,block,blocktime,from,label,to,label,value,fee
0x8316775f9087e2e3ff12ae97732fbde022645c7a49eeb19acf63280e85966a98,10983435,2020-10-03 22:21:32,0xdbb7e5bf95d58c067f50f4c36fbebb4dfb837913,,0xdac17f958d2ee523a2206206994597c13d831ec7,Tether USDT,0,0.0042
0xf25e1b843dd310f477b10f96555de1293f96eb6ac7c72e41fa2c5d23dfdd2d13,10983435,2020-10-03 22:21:32,0xdbb7e5bf95d58c067f50f4c36fbebb4dfb837913,,0xdac17f958d2ee523a2206206994597c13d831ec7,Tether USDT,0,0.0047
0x8ff9addc032094da7d5a8320ffc035df8e556381e17fa84a103ed58823caea1a,10983437,2020-10-03 22:22:00,0xdbb7e5bf95d58c067f50f4c36fbebb4dfb837913,,0xdac17f958d2ee523a2206206994597c13d831ec7,Tether USDT,0,0.0042
0x485fda9318d76222c00732f68ec884909de391eeafc699178b4efaf31a080c3e,10983438,2020-10-03 22:22:04,0xdbb7e5bf95d58c067f50f4c36fbebb4dfb837913,,0xdac17f958d2ee523a2206206994597c13d831ec7,Tether USDT,0,0.0043
0x5de71542202a6391c8a9facb95d972fc53051d516ff76520e7b08b9675041fc6,10983831,2020-10-03 23:46:32,0xdbb7e5bf95d58c067f50f4c36fbebb4dfb837913,,0xdac17f958d2ee523a2206206994597c13d831ec7,Tether USDT,0,0.0057
0xb976c72172d8e7399dd7f03cde3312a4c3fca65eab17abe0fb47c125857730bc,10984143,2020-10-04 00:55:15,0xdbb7e5bf95d58c067f50f4c36fbebb4dfb837913,,0xdac17f958d2ee523a2206206994597c13d831ec7,Tether USDT,0,0.0018
0x2340dba1fbcf6793d9c4ffb744a296409fa5a7f2e4c1eaacd1c28343dbe228cd,10984249,2020-10-04 01:18:52,0xdbb7e5bf95d58c067f50f4c36fbebb4dfb837913,,0xdac17f958d2ee523a2206206994597c13d831ec7,Tether USDT,0,0.0035
0xb819f5b119aa2f6b555b9331c4fb3bab506c0ad7d81ce709573fd32534c38b64,10984249,2020-10-04 01:18:52,0xdbb7e5bf95d58c067f50f4c36fbebb4dfb837913,,0xdac17f958d2ee523a2206206994597c13d831ec7,Tether USDT,0,0.0033
0x69dc7756f7da62b1f0ddf6afd14732b0b9ba08b35cd951da4690a5d105d000df,10984250,2020-10-04 01:18:55,0xdbb7e5bf95d58c067f50f4c36fbebb4dfb837913,,0xdac17f958d2ee523a2206206994597c13d831ec7,Tether USDT,0,0.0035
0x28dbeb147583f940c29f89342d2d7e2ff73830ecb4caf71208a0b07c8021879e,10984250,2020-10-04 01:18:55,0xdbb7e5bf95d58c067f50f4c36fbebb4dfb837913,,0xdac17f958d2ee523a2206206994597c13d831ec7,Tether USDT,0,0.0047
0x255a9629cffc20a58522af7d903767210d3757f71543a85e9a70dae76bfa400a,10984253,2020-10-04 01:19:21,0xdbb7e5bf95d58c067f50f4c36fbebb4dfb837913,,0xdac17f958d2ee523a2206206994597c13d831ec7,Tether USDT,0,0.003
0xe7f54074d501e7c164a722dda26d47c85da30dd8fd5d522594f7901c4ec64a37,10984258,2020-10-04 01:20:32,0xdbb7e5bf95d58c067f50f4c36fbebb4dfb837913,,0xdac17f958d2ee523a2206206994597c13d831ec7,Tether USDT,0,0.0037
0x14806d29afe4d9f7709a50aac2ef7ae84eb1c2ec0d6154d71884c2766b392647,10984268,2020-10-04 01:22:13,0xdbb7e5bf95d58c067f50f4c36fbebb4dfb837913,,0xdac17f958d2ee523a2206206994597c13d831ec7,Tether USDT,0,0.0048
